Date,MSFT,AAPL,AMZN,FB,BRK.B,JPM,JNJ,XOM,MMM,ABT,ALXN,ALGN,BAC,BK
2016-01-28,52.055,94.09,635.35,109.11,126.01,57.28,102.27,76.99,147.32,36.71,145.61,59.51,13.53,35.37
2016-01-29,55.09,97.34,587.0,112.21,129.77,59.5,104.44,77.85,151.0,37.85,145.93,66.14,14.14,36.22
2016-02-01,54.71,96.43,574.81,115.09,128.66,58.86,104.37,76.29,148.73,38.45,143.5,67.55,13.96,35.5
2016-02-02,53.0,94.48,552.1,114.61,125.7,57.03,103.41,74.59,147.87,37.88,137.36,67.54,13.23,34.29
2016-02-03,52.16,96.35,531.07,112.69,126.24,57.41,104.14,78.48,152.52,38.02,145.97,67.17,13.03,34.34
2016-02-04,52.0,96.6,536.26,110.49,127.44,58.4,103.9,79.83,153.44,38.01,146.02,67.38,13.25,34.95
2016-02-05,50.16,94.02,502.13,104.07,126.56,57.75,100.54,80.08,153.47,37.41,142.28,65.87,12.95,34.46
2016-02-08,49.41,95.01,488.1,99.75,126.78,56.54,102.0,81.16,153.9,37.46,139.15,58.65,12.27,33.3
2016-02-09,49.28,94.99,482.07,99.54,127.72,56.2,101.97,80.08,154.74,37.0,136.46,58.66,12.2,33.6
2016-02-10,49.71,94.27,490.48,101.0,126.58,55.52,101.73,79.35,152.45,37.21,138.82,60.13,11.98,33.56
2016-02-11,49.69,93.7,503.82,101.91,125.09,53.07,101.7,79.6,150.67,36.34,135.36,58.79,11.16,32.74
2016-02-12,50.5,93.99,507.08,102.01,128.07,57.49,101.82,81.03,153.96,37.13,141.11,58.78,11.95,33.83
2016-02-16,51.09,96.64,521.1,101.61,128.56,58.35,102.32,81.22,155.53,37.99,142.39,61.87,12.25,34.55
2016-02-17,52.42,98.12,534.1,105.2,130.26,58.77,102.5,82.0,156.62,38.45,148.6,63.1,12.56,34.91
2016-02-18,52.19,96.26,525.0,103.47,130.86,57.81,104.24,82.45,156.78,38.31,143.15,62.88,12.24,34.54
2016-02-19,51.82,96.04,534.9,104.57,131.05,57.82,104.16,82.5,156.45,38.53,145.89,63.29,12.13,34.93
2016-02-22,52.65,96.88,559.5,107.16,131.99,58.57,104.75,82.39,157.7,39.16,145.32,64.33,12.54,35.43
2016-02-23,51.18,94.69,552.94,105.46,130.74,56.12,104.08,81.23,156.17,38.39,142.06,62.94,12.16,35.06
2016-02-24,51.36,96.1,554.04,106.88,131.03,56.14,104.96,81.52,157.22,39.2,141.97,63.32,12.13,34.77
2016-02-25,52.1,96.76,555.15,108.07,132.31,57.01,106.38,82.01,158.99,39.63,140.54,64.46,12.32,35.33
2016-02-26,51.3,96.91,555.23,107.92,131.92,57.54,105.78,81.75,158.27,39.52,140.16,65.4,12.7,36.12
2016-02-29,50.88,96.69,552.52,106.92,134.17,56.3,105.21,80.15,156.87,38.74,140.8,66.03,12.52,35.39
2016-03-01,52.58,100.53,579.04,109.82,136.94,59.2,107.22,81.28,159.59,39.33,150.83,67.86,13.19,36.8
2016-03-02,52.95,100.75,580.21,109.95,136.73,59.76,107.04,82.7,159.41,39.34,151.59,68.51,13.41,37.42
2016-03-03,52.35,101.5,577.49,109.58,136.84,59.96,106.65,82.4,159.38,38.82,145.85,69.44,13.5,37.69
2016-03-04,52.03,103.01,575.14,108.39,137.97,60.05,106.5,82.29,160.07,39.18,144.46,70.39,13.54,38.09
2016-03-07,51.03,101.87,562.8,105.73,138.72,59.94,106.74,84.46,160.57,39.18,149.6,71.55,13.53,38.17
2016-03-08,51.65,101.03,560.26,105.93,137.8,58.78,106.22,82.63,160.2,39.17,141.03,70.6,13.06,37.49
2016-03-09,52.84,101.12,559.47,107.51,139.13,59.12,106.84,82.4,160.09,39.28,140.52,70.69,13.14,37.14
2016-03-10,52.05,101.17,558.93,107.32,138.62,58.61,107.14,82.18,159.89,39.03,136.76,70.42,13.27,36.87
2016-03-11,53.07,102.26,569.61,109.41,140.65,59.34,107.71,82.19,161.88,40.37,139.27,72.3,13.79,37.75
2016-03-14,53.17,102.52,573.37,109.89,139.72,59.12,107.66,82.41,161.81,40.5,134.5,72.21,13.64,37.63
2016-03-15,53.59,104.58,577.02,110.67,140.4,59.2,107.76,82.82,162.41,39.9,134.44,71.04,13.57,37.49
2016-03-16,54.35,105.97,574.27,112.18,139.83,58.92,107.41,82.87,162.89,40.18,130.84,72.64,13.31,37.17
2016-03-17,54.66,105.8,559.44,111.02,142.4,58.75,106.74,84.1,163.75,40.29,127.91,68.47,13.4,37.38
2016-03-18,53.49,105.92,552.08,111.45,142.16,60.48,107.5,84.2,165.33,40.79,128.45,68.9,13.79,38.15
2016-03-21,53.86,105.91,553.98,111.85,142.13,60.46,107.28,83.62,164.84,40.76,131.06,68.8,13.84,38.13
2016-03-22,54.07,106.72,560.48,112.25,142.18,60.24,107.38,84.12,164.91,41.03,135.71,69.82,13.76,37.86
2016-03-23,53.97,106.13,569.63,112.54,140.96,59.94,108.5,83.75,164.27,40.78,133.63,69.78,13.62,37.52
2016-03-24,54.21,105.67,582.95,113.05,140.11,59.48,108.31,83.98,164.46,40.75,133.19,70.23,13.68,37.28
2016-03-28,53.54,105.19,579.87,113.69,141.29,59.4,108.23,84.22,166.28,40.88,132.5,70.35,13.62,37.34
2016-03-29,54.71,107.68,593.86,116.14,141.9,59.03,109.14,84.53,164.39,41.47,134.54,72.47,13.42,36.97
2016-03-30,55.05,109.56,598.69,114.7,142.46,59.71,108.98,84.52,166.75,41.65,134.82,72.01,13.48,37.14
2016-03-31,55.23,108.99,593.64,114.1,141.88,59.22,108.2,83.59,166.63,41.83,139.22,72.69,13.52,36.83
2016-04-01,55.57,109.99,598.5,116.06,143.79,59.87,109.19,82.96,167.53,42.19,142.94,73.02,13.56,36.93
2016-04-04,55.43,111.12,593.19,112.55,143.22,59.2,108.59,83.16,166.4,42.32,147.1,73.34,13.51,37.04
2016-04-05,54.56,109.81,586.14,112.22,141.2,58.36,108.95,82.21,165.81,42.04,148.03,72.18,13.19,36.52
2016-04-06,55.12,110.96,602.08,113.71,141.7,58.81,109.42,83.31,166.81,43.05,157.02,73.55,13.27,36.97
2016-04-07,54.46,108.54,591.43,113.64,140.81,57.32,109.27,82.37,167.16,42.61,148.03,72.49,12.85,35.67
2016-04-08,54.42,108.66,594.6,110.63,141.06,57.74,109.1,83.21,166.63,42.37,148.89,73.06,12.88,35.49
2016-04-11,54.31,109.02,595.93,108.99,140.99,58.2,108.97,83.32,166.59,42.48,147.88,73.32,12.97,35.86
2016-04-12,54.65,110.44,603.17,110.61,142.4,59.28,109.6,84.35,168.03,42.82,153.55,73.09,13.27,36.13
2016-04-13,55.35,112.04,614.82,110.51,144.04,61.79,109.87,84.83,168.59,43.35,152.88,73.09,13.79,37.78
2016-04-14,55.36,112.1,620.75,110.84,143.72,62.59,109.84,85.43,168.16,43.51,154.75,73.13,14.14,38.06
2016-04-15,55.65,109.85,625.89,109.64,143.45,61.87,110.18,84.97,168.78,43.41,153.09,73.47,14.0,37.85
2016-04-18,56.46,107.48,635.35,110.45,144.38,62.27,110.93,85.78,169.55,43.95,155.71,73.63,14.17,38.31
2016-04-19,56.39,106.91,627.9,112.29,145.95,63.32,112.68,86.21,169.65,43.85,155.44,72.9,14.45,38.84
2016-04-20,55.59,107.13,632.99,112.42,146.09,64.24,113.58,86.8,168.94,43.97,157.04,73.55,14.93,39.72
2016-04-21,55.78,105.97,631.0,113.44,144.86,63.6,113.57,86.79,168.66,43.88,161.38,73.3,14.9,40.7
2016-04-22,51.78,105.68,620.5,110.56,146.11,63.97,113.32,87.53,168.66,44.08,159.1,73.87,15.11,41.06
2016-04-25,52.11,105.08,626.2,110.1,146.18,63.6,113.51,87.33,168.38,44.01,158.02,74.28,14.96,40.67
2016-04-26,51.44,104.35,616.88,108.76,147.02,63.93,112.91,87.63,166.18,43.88,154.01,74.7,15.09,41.23
2016-04-27,50.94,97.82,606.57,108.89,147.6,64.11,112.77,88.46,167.76,43.83,150.78,74.78,15.02,41.28
2016-04-28,49.9,94.83,602.0,116.73,146.07,63.6,112.48,88.03,167.0,40.42,142.53,73.7,14.79,40.64
2016-04-29,49.87,93.74,659.59,117.58,145.48,63.2,112.08,88.4,167.38,38.9,139.28,72.19,14.56,40.24
2016-05-02,50.61,93.64,683.85,118.57,146.89,63.79,112.75,89.13,168.34,38.85,140.53,75.1,14.77,40.77
2016-05-03,49.78,95.18,671.32,117.43,144.83,62.56,112.69,88.11,167.97,38.55,144.37,74.9,14.36,39.81
2016-05-04,49.87,94.19,670.9,118.06,144.24,61.57,112.22,87.94,167.16,38.1,141.41,74.8,14.13,39.28
2016-05-05,49.94,93.24,659.09,117.81,143.88,61.24,112.88,88.04,167.77,38.5,142.58,75.56,14.05,39.4
2016-05-06,50.39,92.72,673.95,119.49,144.62,61.6,112.74,88.51,168.89,37.97,140.99,74.7,14.11,39.53
2016-05-09,50.07,92.79,679.75,119.24,142.91,61.21,113.72,88.57,168.52,37.98,143.52,75.58,13.99,39.37
2016-05-10,51.02,93.42,703.07,120.5,144.78,62.04,114.67,89.99,170.26,38.1,145.48,76.56,14.3,40.24
2016-05-11,51.05,92.51,713.23,119.52,142.87,61.81,114.37,88.81,169.77,38.01,138.86,76.33,14.2,39.87
2016-05-12,51.51,90.34,717.93,120.28,143.31,61.77,114.23,89.67,170.15,38.0,139.11,75.72,14.14,39.74
2016-05-13,51.08,90.52,709.92,119.81,141.4,61.2,113.56,88.66,168.32,37.6,139.74,76.08,13.88,39.44
2016-05-16,51.83,93.88,710.66,118.67,141.85,61.66,114.44,89.57,169.55,38.25,144.57,76.98,13.93,39.74
2016-05-17,50.51,93.49,695.27,117.35,140.34,61.66,113.83,89.53,167.81,37.71,139.96,75.96,14.01,39.84
2016-05-18,50.81,94.56,697.45,117.65,141.47,64.04,113.59,89.35,166.82,37.75,142.33,76.03,14.69,41.14
2016-05-19,50.32,94.2,698.52,116.81,140.79,63.39,112.85,90.11,165.11,37.24,139.03,75.97,14.53,40.83
2016-05-20,50.62,95.22,702.8,117.35,141.83,63.51,112.64,89.74,165.01,37.6,142.52,77.43,14.52,41.07
2016-05-23,50.03,96.43,696.75,115.97,141.48,63.46,112.16,89.6,166.11,37.37,142.51,77.38,14.47,40.97
2016-05-24,51.59,97.9,704.2,117.7,143.71,64.54,112.69,89.67,168.63,37.98,146.67,78.78,14.68,41.68
2016-05-25,52.12,99.62,708.35,117.89,144.08,65.52,113.35,90.26,169.99,38.68,149.61,79.0,14.92,42.21
2016-05-26,51.89,100.41,714.91,119.47,143.05,65.03,112.9,89.8,168.91,38.89,148.17,78.74,14.7,42.03
2016-05-27,52.32,100.35,712.24,119.38,143.35,65.43,113.06,90.01,168.89,39.3,150.42,79.18,14.88,42.27
2016-05-31,53.0,99.86,722.79,118.81,140.54,65.27,112.69,89.02,168.32,39.63,150.9,78.83,14.79,42.06
2016-06-01,52.85,98.46,719.44,118.78,141.99,65.69,112.78,89.24,168.69,39.5,152.7,79.22,14.86,42.25
2016-06-02,52.48,97.72,728.24,118.93,142.11,65.81,114.49,88.53,168.04,39.53,156.77,79.63,14.94,42.16
2016-06-03,51.79,97.92,725.54,118.47,141.14,64.64,114.76,88.37,168.38,39.18,153.89,78.4,14.42,41.52
2016-06-06,52.13,98.63,726.73,118.79,141.82,65.28,115.77,89.34,170.08,39.17,154.99,78.7,14.52,42.39
2016-06-07,52.1,99.03,723.74,117.76,141.41,65.06,115.73,90.71,170.91,38.93,138.13,78.84,14.35,42.04
2016-06-08,52.04,98.94,726.64,118.39,142.53,65.25,115.8,90.79,171.42,38.91,138.88,79.37,14.43,42.06
2016-06-09,51.62,99.65,727.65,118.56,142.23,64.75,117.0,90.67,170.13,38.87,138.24,79.69,14.19,41.65
2016-06-10,51.48,98.83,717.91,116.62,141.76,63.84,117.01,89.98,168.56,38.4,135.61,78.83,13.83,41.24
2016-06-13,50.14,97.34,715.24,113.95,140.94,63.27,116.79,90.59,167.13,37.86,133.32,78.25,13.6,40.96
2016-06-14,49.83,97.46,719.3,114.94,141.3,62.08,117.12,90.43,167.61,37.66,131.22,78.96,13.26,40.15
2016-06-15,49.69,97.14,714.26,114.6,140.45,61.97,116.41,90.16,167.8,37.43,129.55,79.25,13.34,40.26
2016-06-16,50.39,97.55,717.51,114.39,141.99,62.22,116.64,91.22,169.93,37.5,127.49,79.35,13.31,40.16
2016-06-17,50.13,95.33,706.39,113.02,140.73,62.28,115.48,90.72,168.94,37.39,125.2,79.17,13.4,40.06
2016-06-20,50.07,95.1,714.01,113.37,141.67,62.37,116.54,91.12,171.23,37.75,123.96,79.67,13.54,40.42
2016-06-21,51.19,95.91,715.82,114.38,143.53,62.95,116.18,91.53,171.37,37.73,124.14,79.34,13.62,40.44
2016-06-22,50.99,95.55,710.6,113.91,143.94,62.71,116.46,91.17,171.23,38.74,121.41,80.42,13.61,40.6
2016-06-23,51.91,96.1,722.08,115.08,145.98,64.05,117.38,91.8,174.11,39.63,123.57,81.82,14.04,41.54
2016-06-24,49.83,93.4,698.96,112.08,139.71,59.6,115.63,89.39,169.12,37.91,112.99,79.0,13.0,37.99
2016-06-27,48.43,92.04,691.36,108.97,138.5,57.61,116.55,88.86,167.19,36.95,111.89,77.21,12.18,35.88
2016-06-28,49.44,93.59,707.95,112.7,140.28,59.52,118.23,90.91,169.59,37.56,114.94,78.62,12.7,36.79
2016-06-29,50.54,94.4,715.6,114.16,142.12,61.2,119.33,92.46,171.52,38.57,114.17,79.85,13.19,38.0
2016-06-30,51.17,95.6,715.62,114.28,144.79,62.14,121.3,93.74,175.12,39.31,116.76,80.55,13.27,38.85
2016-07-01,51.16,95.89,725.68,114.19,143.96,61.26,121.29,93.84,175.54,39.54,118.59,82.54,13.1,38.04
2016-07-05,51.17,94.99,728.1,114.0,142.23,59.55,122.27,93.02,175.63,39.44,117.64,80.87,12.74,37.13
2016-07-06,51.38,95.53,737.61,116.7,142.51,60.19,122.64,94.09,175.16,40.83,121.12,81.25,12.86,37.31
2016-07-07,51.38,95.94,736.57,115.85,141.91,60.58,122.51,92.96,174.87,41.36,123.34,81.89,13.01,37.76
2016-07-08,52.3,96.68,745.81,117.24,143.65,61.83,122.85,93.54,177.12,41.89,124.42,82.93,13.17,38.49
2016-07-11,52.59,96.98,753.78,117.87,143.93,62.27,122.93,93.89,178.01,42.12,125.3,83.37,13.21,38.59
2016-07-12,53.21,97.42,748.21,117.93,144.67,63.2,122.92,94.95,179.16,42.47,125.35,84.37,13.54,39.37
2016-07-13,53.51,96.87,742.63,116.78,145.93,63.16,123.0,94.88,179.21,41.97,123.47,83.06,13.44,39.41
2016-07-14,53.74,98.79,741.2,117.29,145.73,64.12,123.18,94.95,180.9,42.28,125.15,83.25,13.65,39.69
2016-07-15,53.7,98.78,735.44,116.86,145.97,64.18,123.0,95.12,181.4,42.1,125.58,82.42,13.66,39.79
2016-07-18,53.96,99.83,736.07,119.37,146.57,63.96,123.14,94.82,181.11,42.09,125.46,82.87,14.11,39.93
2016-07-19,53.09,99.87,739.95,120.61,146.92,63.86,125.25,94.47,181.24,41.8,124.16,82.98,14.26,39.71
2016-07-20,55.91,99.96,745.72,121.92,146.17,63.93,125.14,93.93,181.42,42.65,126.93,83.41,14.4,40.01
2016-07-21,55.8,99.43,744.43,120.61,144.35,63.69,125.15,93.85,180.26,43.04,127.3,82.72,14.27,38.6
2016-07-22,56.57,98.66,744.86,121.0,144.6,64.04,125.03,94.01,180.44,43.17,125.8,84.59,14.38,39.19
2016-07-25,56.73,97.34,739.61,121.63,144.14,63.87,124.89,92.2,179.63,43.41,127.46,84.17,14.37,39.05
2016-07-26,56.76,96.67,735.59,121.22,144.34,64.13,125.15,91.53,177.66,43.6,126.65,85.61,14.53,39.6
2016-07-27,56.19,102.95,736.67,123.34,144.19,64.33,124.77,90.91,178.27,43.67,129.78,85.15,14.63,39.93
2016-07-28,56.21,104.34,752.61,125.0,144.42,64.1,124.46,90.2,177.98,44.45,130.4,85.28,14.68,39.83
2016-07-29,56.68,104.21,758.81,123.94,144.27,63.97,125.23,88.95,178.36,44.75,128.6,89.15,14.49,39.4
2016-08-01,56.58,106.05,767.74,124.31,143.93,63.8,125.4,85.86,178.29,45.29,133.5,89.69,14.33,39.2
2016-08-02,56.58,104.48,760.58,123.09,143.31,63.65,124.85,87.04,178.36,45.07,133.61,90.38,14.13,38.8
2016-08-03,56.97,105.79,754.64,122.51,143.63,64.66,123.9,87.49,178.38,44.95,137.66,91.95,14.48,39.22
2016-08-04,57.39,105.87,760.77,124.36,143.12,64.56,123.86,87.48,177.81,44.81,135.43,91.72,14.48,38.94
2016-08-05,57.96,107.48,765.98,125.15,145.65,66.3,124.24,87.56,178.57,45.26,137.11,91.83,15.05,40.5
2016-08-08,58.06,108.37,766.56,125.26,145.56,66.1,123.65,88.59,178.58,45.02,136.08,91.8,15.13,40.59
2016-08-09,58.2,108.81,768.31,125.06,147.22,65.87,123.43,88.7,178.39,45.08,135.0,93.16,15.19,40.28
2016-08-10,58.02,108.0,768.56,124.88,146.69,65.28,123.36,86.41,178.82,44.81,132.67,93.37,14.81,39.84
2016-08-11,58.3,107.93,771.24,124.9,147.74,65.46,123.77,86.72,181.0,45.05,133.67,94.63,14.88,40.04
2016-08-12,57.94,108.18,772.56,124.88,147.72,65.32,123.22,87.85,180.27,45.04,133.44,95.65,14.91,39.73
2016-08-15,58.12,109.48,768.49,123.9,147.78,65.72,122.31,87.81,180.56,45.15,136.07,96.0,15.02,40.16
2016-08-16,57.44,109.38,764.04,123.3,147.24,65.71,120.33,87.92,179.25,44.92,133.76,94.71,15.17,39.99
2016-08-17,57.56,109.22,764.63,124.37,149.08,65.89,121.31,88.11,179.87,44.68,133.06,93.03,15.15,40.21
2016-08-18,57.6,109.08,764.46,123.91,148.81,65.95,120.72,88.91,179.18,44.36,132.43,94.71,15.16,40.24
2016-08-19,57.62,109.36,757.31,123.56,148.75,65.86,119.92,87.8,179.61,44.24,132.135,94.82,15.22,40.25
2016-08-22,57.67,108.51,759.48,124.15,148.45,65.8,119.13,87.99,179.07,44.17,136.53,94.4,15.18,40.18
2016-08-23,57.89,108.85,762.45,124.37,148.77,65.77,119.44,87.72,179.77,43.9,137.42,93.61,15.35,40.25
2016-08-24,57.95,108.03,757.25,123.48,148.41,65.95,118.71,88.02,179.41,43.17,132.12,92.41,15.4,40.29
2016-08-25,58.17,107.57,759.22,123.89,148.64,66.07,118.57,87.46,179.58,42.84,129.17,92.02,15.53,40.53
2016-08-26,58.03,106.94,769.0,124.96,147.91,66.22,119.04,87.27,179.41,42.98,129.63,92.67,15.79,40.85
2016-08-29,58.1,106.82,771.29,126.54,149.3,66.95,119.92,87.84,180.5,43.25,127.99,93.45,15.84,41.26
2016-08-30,57.89,106.0,767.58,125.84,150.23,67.5,119.47,87.52,180.15,42.83,128.22,93.19,16.19,41.71
2016-08-31,57.46,106.1,769.16,126.12,150.49,67.5,119.34,87.14,179.24,42.02,125.86,92.9,16.14,41.67
2016-09-01,57.59,106.73,770.62,126.17,150.35,67.21,119.08,86.84,179.98,42.3,125.63,93.76,15.98,41.47
2016-09-02,57.67,107.73,772.44,126.51,150.72,67.49,119.32,87.42,180.81,42.09,123.67,95.78,16.0,41.65
2016-09-06,57.61,107.7,788.87,129.73,150.43,67.44,119.75,88.57,180.46,42.16,125.85,95.26,15.78,41.48
2016-09-07,57.66,108.36,784.48,131.05,149.58,67.16,119.61,88.24,179.75,41.9,125.09,96.29,15.7,41.29
2016-09-08,57.43,105.52,784.06,130.27,149.78,67.25,119.47,89.05,180.1,41.85,130.06,95.4,15.86,41.44
2016-09-09,56.21,103.13,760.14,127.1,146.62,66.65,118.23,86.84,175.64,41.01,124.92,91.79,15.74,40.93
2016-09-12,57.05,105.44,771.49,128.69,148.97,67.06,119.16,87.29,178.1,41.42,129.29,93.12,15.9,41.46
2016-09-13,56.53,107.95,761.01,127.21,146.23,66.53,117.61,85.21,176.07,40.64,126.79,91.98,15.72,40.74
2016-09-14,56.26,111.77,761.09,127.77,145.78,66.4,117.86,84.6,175.62,40.81,129.42,92.35,15.63,40.54
2016-09-15,57.19,115.57,769.69,128.35,146.66,66.64,118.63,85.08,176.59,41.12,129.7,92.93,15.67,40.85
2016-09-16,57.25,114.92,778.52,129.07,145.01,65.82,118.25,84.03,175.06,41.87,131.46,93.84,15.49,40.06
2016-09-19,56.93,113.58,775.1,128.65,145.24,66.19,117.66,83.83,176.72,41.68,131.18,94.13,15.59,40.09
2016-09-20,56.81,113.57,780.22,128.64,144.92,66.46,117.95,82.54,177.6,41.58,131.73,93.7,15.6,40.18
2016-09-21,57.76,113.55,789.74,129.94,146.46,66.84,118.91,83.3,179.59,41.92,130.36,95.34,15.65,40.52
2016-09-22,57.82,114.62,804.7,130.08,146.53,67.39,119.46,83.54,179.85,42.22,133.69,95.67,15.6,40.35
2016-09-23,57.43,112.71,805.75,127.96,145.0,67.25,118.81,83.45,177.39,42.19,127.22,94.13,15.52,40.2
2016-09-26,56.9,112.88,799.16,127.31,144.18,65.78,117.78,83.06,175.95,41.68,124.51,93.09,15.09,39.55
2016-09-27,57.95,113.09,816.11,128.69,145.34,66.36,119.22,83.24,176.3,42.33,125.98,94.44,15.29,39.5
2016-09-28,58.03,113.95,828.72,129.23,145.28,66.71,119.39,86.9,177.59,42.29,123.76,94.6,15.38,39.5
2016-09-29,57.4,112.18,829.05,128.09,143.59,65.65,117.27,86.46,175.37,41.44,120.06,92.41,15.16,39.06
2016-09-30,57.6,113.05,837.31,128.27,144.47,66.59,118.13,87.28,176.23,42.29,122.54,93.75,15.65,39.88
2016-10-03,57.42,112.52,836.74,128.77,143.76,66.51,118.81,87.05,175.04,42.55,122.14,90.21,15.63,39.69
2016-10-04,57.24,113.0,834.03,128.19,143.17,66.6,118.82,86.25,171.68,42.1,123.41,89.46,15.8,40.2
2016-10-05,57.64,113.05,844.36,128.47,144.15,67.69,119.18,87.0,172.39,42.74,125.51,89.48,16.11,40.83
2016-10-06,57.74,113.89,841.66,128.74,143.87,67.87,118.75,87.04,171.64,42.97,122.89,89.44,16.22,40.73
2016-10-07,57.8,114.06,839.43,128.99,144.52,68.11,119.24,86.74,171.33,42.97,125.05,89.68,16.13,40.57
2016-10-10,58.04,116.05,841.71,130.24,145.2,68.64,119.8,88.44,171.14,43.5,126.05,91.08,16.3,40.68
2016-10-11,57.19,116.3,831.0,128.88,143.95,68.31,117.64,87.74,169.68,41.16,121.77,89.61,16.11,39.95
2016-10-12,57.11,117.34,834.09,129.05,144.91,68.13,117.97,87.13,169.72,40.98,118.75,90.26,16.03,40.12
2016-10-13,56.92,116.98,829.28,127.82,143.22,67.74,118.26,86.56,170.02,40.98,119.61,90.95,15.83,39.09
2016-10-14,57.42,117.63,822.96,127.88,144.18,67.52,117.56,86.54,170.33,40.79,118.34,90.88,16.0,39.47
2016-10-17,57.22,117.55,812.95,127.54,143.8,67.17,118.49,86.54,170.21,40.59,119.47,89.79,16.05,39.3
2016-10-18,57.66,117.47,817.65,128.57,144.3,67.7,115.41,86.77,169.95,41.17,121.34,90.41,16.26,40.03
2016-10-19,57.53,117.12,817.69,130.11,144.86,68.35,114.59,87.17,169.91,40.01,120.31,91.01,16.47,40.43
2016-10-20,57.25,117.06,810.32,130.0,144.49,68.26,114.87,87.21,169.86,40.74,122.47,91.53,16.56,42.25
2016-10-21,59.66,116.6,818.99,132.07,143.6,68.49,113.44,86.62,169.5,40.5,120.26,89.5,16.67,43.05
2016-10-24,61.0,117.65,838.09,133.28,143.83,68.87,113.61,86.91,171.27,40.41,121.61,89.26,16.77,43.41
2016-10-25,60.99,118.25,835.18,132.29,143.42,68.8,113.96,86.72,166.23,40.19,121.41,87.5,16.72,43.4
2016-10-26,60.63,115.59,822.59,131.04,143.94,69.13,114.56,87.09,166.51,39.96,121.59,84.52,16.87,43.61
2016-10-27,60.1,114.48,818.36,129.69,144.45,69.23,115.7,86.92,165.76,40.29,131.37,84.14,16.91,43.7
2016-10-28,59.87,113.72,776.32,131.29,144.0,69.11,115.33,84.78,165.77,39.54,135.59,85.17,16.68,43.5
2016-10-31,59.92,113.54,789.82,130.99,144.3,69.26,115.99,83.32,165.3,39.24,130.5,85.92,16.5,43.27
2016-11-01,59.8,111.49,785.41,129.5,143.63,68.97,115.34,83.65,164.25,39.05,131.42,84.56,16.61,43.4
2016-11-02,59.43,111.59,765.56,127.17,143.19,68.68,114.86,83.45,165.73,38.7,127.74,85.21,16.48,42.87
2016-11-03,59.21,109.83,767.03,120.0,143.64,68.38,115.03,83.66,166.83,38.38,127.52,86.08,16.48,43.04
2016-11-04,58.71,108.84,755.05,120.75,142.95,67.76,115.11,83.57,166.48,39.09,129.0,85.73,16.55,42.99
2016-11-07,60.42,110.41,784.93,122.15,146.91,69.88,116.66,85.45,169.74,39.86,120.05,87.86,17.01,44.03
2016-11-08,60.47,111.06,787.75,124.22,147.79,70.03,117.05,85.31,171.03,39.83,119.35,88.79,17.0,43.88
2016-11-09,60.17,110.88,771.88,123.18,151.28,73.25,120.31,86.25,170.39,40.07,127.16,90.88,17.97,45.54
2016-11-10,58.7,107.79,742.38,120.8,156.06,76.65,119.54,87.05,174.28,40.61,126.88,90.6,18.76,46.21
2016-11-11,59.02,108.43,739.01,119.02,156.92,76.69,118.47,85.67,175.08,40.14,113.62,91.54,19.02,46.73
2016-11-14,58.12,105.71,719.07,115.08,157.93,79.51,116.6,85.28,172.91,39.2,118.89,90.22,20.08,47.53
2016-11-15,58.87,107.11,743.24,117.2,157.46,79.36,116.32,86.82,174.24,39.81,120.36,93.95,20.16,47.93
2016-11-16,59.65,109.99,746.49,116.34,157.08,77.4,116.36,85.75,172.01,39.95,122.51,94.04,19.75,47.05
2016-11-17,60.64,109.95,756.4,117.79,158.39,78.02,116.57,85.23,172.77,40.39,122.97,97.24,20.08,47.6
2016-11-18,60.35,110.06,760.16,117.02,157.75,77.71,115.36,85.28,172.96,39.84,119.85,94.84,20.0,47.44
2016-11-21,60.86,111.73,780.0,121.77,158.71,78.05,115.0,86.49,171.52,39.76,117.68,96.18,20.33,47.42
2016-11-22,61.12,111.8,785.33,121.47,158.66,78.53,112.74,86.68,171.91,38.1,117.02,94.46,20.3,47.25
2016-11-23,60.4,111.23,780.12,120.84,158.11,78.86,113.07,86.92,172.25,38.98,118.92,95.55,20.56,47.47
2016-11-25,60.53,111.79,780.37,120.38,158.18,78.83,114.13,87.12,173.49,39.16,118.83,96.19,20.86,47.47
2016-11-28,60.61,111.57,766.77,120.41,156.97,78.32,113.13,86.47,172.5,38.74,119.38,95.34,20.3,47.03
2016-11-29,61.09,111.46,762.52,120.87,157.68,78.92,112.48,85.9,172.77,38.73,125.59,95.51,20.29,47.05
2016-11-30,60.26,110.52,750.57,118.42,157.44,80.17,111.3,87.3,171.74,38.07,122.59,93.05,21.12,47.42
2016-12-01,59.2,109.49,743.65,115.1,160.12,81.79,111.38,87.24,172.63,37.6,122.01,92.54,21.5,48.6
2016-12-02,59.25,109.9,740.34,115.4,159.39,81.6,111.96,87.04,172.43,37.9,122.96,92.46,21.23,47.65
2016-12-05,60.22,109.11,759.36,117.43,160.21,83.26,111.94,87.48,171.62,38.43,124.93,94.01,21.84,47.86
2016-12-06,59.95,109.95,764.72,117.31,161.34,83.69,112.06,87.56,171.8,38.42,124.17,96.24,22.16,47.99
2016-12-07,61.37,111.03,770.42,117.95,164.69,84.07,111.1,88.07,176.05,38.48,125.62,98.14,22.57,48.55
2016-12-08,61.01,112.12,767.33,118.91,164.11,85.12,110.99,88.32,175.88,38.68,126.0,99.3,22.95,49.17
2016-12-09,61.97,113.95,768.66,119.68,164.86,85.49,112.26,89.0,178.49,39.2,132.07,98.62,23.09,48.62
